text,label
قله عصا امتاع زيتون ياكبدى,0.0
نأمل من مارك ايديرلنا تعليقات بالدفال,0.0
فالحين كان في الحمصه و هما مافيش فرق وحده ألفاظ و وحده عريانه,0.0
دنوب بالبلاش لعنة الله ع هالاشكال,0.0
شن فرق بينها و بين الحمصه عريانه طالعه,0.0
خزززيه علي هالشكالات,0.0
كنها قعدت معفطه هكي,0.0
كبيره وعيله ,0.0
موش ماشيه امعاها اغاني الاعراس هذي تمشي امعاها استراحه ويرقصولها شباب مساطيل,0.0
عجوز شمطاء,0.0
حلوه بنت كلب,0.0
ينعلي هل سودها مخمجه الستر كويس يا تفرجه قل عصا,0.0
نطالب من المصور ينزل لوطه شوي,0.0
شعبوطه علي لفلوس قريب يطلعو عرايه اللطف والفجي,0.0
الحفلة الجاية انشاء الله بالمايوه ....اقسم بالله صاحب الفرح انسان ساقط اكثر من هذه الفاسدة,0.0
جهنم وبئس المصير ياعاهرة,0.0
بنات ليل,0.0
نطالب إدارة الفيسبوك بإضافة زر (تفو) لإستعماله في مثل هذه الحالات وشكرا,0.0
يعرفها ومخمصها وفهمك كفايه,0.0
خنفورتها تقول لانسر معلمين,0.0
حتى كانك سكران وزارط مديرهاش,0.0
شكلها ممتعا ع الفراش,0.0
شخص لقاق.. ودحناس وسراق افلوس الليبين,0.0
سلم لمخمصها هدالها ايفون,0.0
سلم عشها,0.0
هدي صيع,0.0
 لمبوطه عندها ضروف,0.0
لما تخش للهايك مش زليتني,0.0
بري تمرقدي,0.0
من وين يطلعو الزكرلوات هدينا,0.0
زي االجيفة,0.0
تغني ع القدر وهي مسيقه بيه حوشهم,0.0
اغنيه تستحق الدفل,0.0
سلمك تراره,0.0
ماعندنا شخاخات في سبها,0.0
الفنانة العرعورة,0.0
شخي ورقدي مرقد,0.0
ليش تحشو فيها للنا زح,0.0
من اين تخرج لنا هذه البهائم,0.0
عطك ما ينزعك,0.0
تفو على قلة الحياء,0.0
تسمحلي ابعبصك,0.0
المسطرة م تبي كان التقعميز عليها,0.0
مبردك ومبرد حركاتك اخيه,0.0
مشناه,0.0
ياريتها عقمت,0.0
مبرده سامط,0.0
هدو هكي مش بغو ل ة توة؟,0.0
مبرد طواقيكم,0.0
تعريف التبوفيت صوت وصورة,0.0
خفيف,0.0
خايب,0.0
عيل,0.0
سفتول,0.0
كانهو هكي مشلاط اكيد بتكون مسيطره,0.0
كل مرة يطلعنا عرعور جديد احرف من اللي قبله,0.0
كمشا طوبوات,0.0
من عند رقصته ياكل فيه,0.0
مرزن دمه,0.0
فرررررو,0.0
عدي دور من يبعبصك,0.0
إنسان محترم جد وعنده موهبه والمفروض كلنا نوقف وراه ونبعبصوا,0.0
خيرهم شراقة هبلو,0.0
شلال دمه ثقيل تر تر,0.0
مثقل طاقتك,0.0
أصلا انت شلال زي يدك زي وجهك,0.0
متنيك,0.0
متنيكة,0.0
ناكو زبار أمها,0.0
ضنوة اخر زمن,0.0
برادة وصحة وجه وفرحان بيها باتها داء,0.0
يا سفيه,0.0
يا واطي,0.0
واقحه بعد هكي ماشوفت,0.0
مقرفه,0.0
زمزاك,0.0
زمزاكه,0.0
زمزاكة,0.0
خزي عليك والله ما تتحشمي وأنتي في الحرام لرقبتك بري اجري على اخرتك وتوبي لربي,0.0
عطاها ربي بصحة وجهها كبيره وخايبه,0.0
هبلت هالعزوزة روحو بيها,0.0
طالعه شكلها زي الذكر لابس عربي,0.0
عزوز الشاشه,0.0
مشنا عمها الزفت,0.0
روحي درتي العااار وراس امك,0.0
اقسم بالله عليك خليقه تقول صغيره ههههههههه عليك طوبو,0.0
قبل فيه عجوز القايلة تواة في كل وقت هالعجوز الفاسدة طالعة,0.0
اخر غبارة مش اخر اطلالة,0.0
كبيرة ومهبولة,0.0
كبير وهبل,0.0
شني هل عار,0.0
تمشي يمتع العار هادي وين صارت حتى بنت الملك اللا خديجة مدارت زيك نوضي صاروخي يرفعك,0.0
وانتي عليك زيطي وشلي بس,0.0
ريحها وخليها عانس,0.0
بعد هذا كله غير يطلع بودري لمعفنه هذيي عليك عار يديرن فيه,0.0
خامره,0.0
لاقيته ف حوش بوك ياخامره,0.0
طرطري علينا ياليبيا شخي,0.0
قالك فرنش سلم طاقتك,0.0
مغير نيكو,0.0
مصح تينتك وخلاص ,0.0
شن متعاه متاعها مطرز ب الاحجاره الكريمه والدهب,0.0
اغسليها وارقدي,0.0
علاش تشخ في ذهب ولا شني ؟,0.0
كرعيكى تحل شور البحر طول انتى ولا شنو ؟,0.0
وتجي تلوحلها الرقم ف الشارع تجري وراه بش ترفعه زي الكلبه,0.0
تخيل ندفع هذين كلهنن لل عقاب وحده تفتح في بثوث ,0.0
سلم صرمك,0.0
وفي الاخير يطلع أسود مش وردي,0.0
عصبه ليك وليها وانته وجك كيف قعمول,0.0
جعانات,0.0
ايش في يمخمجه ياع ياع اخساره فيك ياخمج,0.0
والله بخلقتك هذي حتي براكه في عشوائي حرام فيك,0.0
وف النهاية يطلع قهوي,0.0
لعنه الله عليك وعلي بوك التيس,0.0
يارا نيك,0.0
تسمحيلي ابصق في وجهك,0.0
كم تبي ز. ب في اليوم,0.0
والله متبي الازB بين فخادك,0.0
تبي حتي يفتح ------ وانتي ت ن ي ك ي,0.0
ماهو التوتو متاعها مرصع بالدهب يا رججب,0.0
عارر امعررعرر,0.0
كان جيبك نا نخلي اصحابي مكسدين عليكي كل ليل ي وشه,0.0
انت من هذه الفصيلة شرمط,0.0
تشرمط من تحت لتحت,0.0
عند امك يا مزيتة,0.0
ملقيتيه عند بوك لجرب,0.0
برا دور منو يلكلكك,0.0
هاده لما يتخلط البول مع السائل المنوي هكي يطلع الإنتاج,0.0
مشكلتك ااا تشخي وانتي واقفه,0.0
يا عليك تفاهة خزية,0.0
ريت هالشكل لمعفن لي بيديرولها هالخبر,0.0
‏حسس تيني إنك ملكة جمال الوطن العربي وانت كناسة ما نشبح لك ايش بقربان يا كناسة  ,0.0
عليك قحB,0.0
خ ز ي عليكم الاثنين,0.0
نسمع بالظنوه الفاسـ.ده نين ريتها,0.0
الفجي الحق سادكم جدري من النفخ,0.0
عيل مستبهم,0.0
بليد و شلال,0.0
غير ياريته احترم نفسه و باته و لبس اكويس الكلوط,0.0
طاقتك بارده,0.0
شكلك شين معش تطلع,0.0
بغل اجرب,0.0
يا حرايمي,0.0
كمشة قواده ماشيين يقودوا للاتراك,0.0
يا قواد,0.0
عدي قود لاسيادك,0.0
فوينص نجك لي  ,0.0
هدا الفجور والا بلاش,0.0
شكشاكه من صغر,0.0
فنص,0.0
فوينص,0.0
اردم عليك فناصه,0.0
متأترين بالغرب لعنة الله عليكم اي خير بيشوفوه منك انحلال الأخلاقي ومثلية ياخامره ماليك علاقه بي فبراير لا سبتمبر ريته حنطك معمر لكن لي زيك يبوها وشماعه درتي سبتمبر تتحامي بيها,0.0
خير ليبيا يافاسدة مش خير المدمر,0.0
شانك اشكال معفنه استغفر الله ,0.0
 هذا تشعبيط مش رقي  عار,0.0
الوبنه لما تجي ما تشاورش,0.0
محن,0.0
كمشه صيع مطلوقين علينا,0.0
تنكنا يارجب,0.0
رحمي على طاقتك  بس انتي دوشي بس ,0.0
فرعة بو خطين,0.0
صرو****ما مش ساد الشارع شافكم,0.0
علاش لا يخدموا راقدات ويخلصوا واقفات,0.0
مثقل طاقته هوا وخوه,0.0
شكله ضرط عليهم ..المحشن,0.0
ا ت ف وووو,0.0
شرموطة,0.0
يرته شلت,0.0
تتشرمط,0.0
شعب م س ت فس د,0.0
انهم من سلالة بني قحبون,0.0
قح اب,0.0
اليبيين حافظوا علي اخلاقهم اودينهم علي مدي السنين الي فاتن لين جن هاالفرخات الحقيرات هردن سمعتنا اوفلقن بناتنا,0.0
قصدك اثبتت علي زنانه وحده  ,0.0
والله نبي نسكر عليها القحبة,0.0
يا قحيبة,0.0
@munigash 😭 اني بالسيف سكرته امس و رقدت ماعاش فيها,1.0
@lcvilie جاء الوقت الي انا اقولك اوني تشان,1.0
بدأت اكتشف ان الواحد لازم يبدأ ياخد حياته على محمل الجد شوية و يعمل حاجات مفيدة فعلا و ميضيعش وقت اكتر من اللي ضاع بقى و متضايق اني عرفت الموضوع دة متأخر لازم البني ادم حياته تبقى فيها شوية انجازات كدة,1.0
والله كنت بجيب العيد اول مره ادخل روم ويقالكم بتأكد المايك مقفل والا لا واضغط عليه ويجي تم ارسال الطلب 🙆🏻‍♀️ يا ليتني رقدت 😂😂😂😂😂😂😂💔   #روم_المجد,1.0
رقدت ٣ ساعات صارن عرم احداث شن في,1.0
"- "" أما أنا يارب.. أحبّك وانت تدري ماتصغّرني ظنون الناس مرّة إن عصيتك ما رقدت وضاق صدري،  وإن أطعتك ما رقدت من المسرّة "".",1.0
@Houta86480474 @khaledchouchene لا ما فهمتش فماش spermatozoïdes الباقي موجود 3% فقط من مجموع الـ... يا ساتر قداش طمع😂😂😂,1.0
"أمران لا يدومان في الإنسان ""شبابه و قوته""   وأمران ينفعان كل إنسان  ""حسن الخلق وسماحة النفس "" وأمران يرفعان من شأن الإنسان ""التواضع و قضاء حوائج الناس"" وأمران يرفعان البلاء ""الصدقة وصلة الأرحام""    اكرمنا الله واياكم بهذه الصفات🙏 #يارب #ان_الله_معك #ارح_مسمعك #لولو🇩🇿 https://t.co/hMh6P61GWw",1.0
@bentelshikh تقريباً حد شال له المخ وحط طاسة 😂,1.0
@Zother666others نفسى اتعلمها  بس ماعنديش بلاى ستيشن,1.0
 الكَسَلُ مَزلَقةُ الرِّبح، ومَسخَرَةُ الصُّبح، وآفةُ الصَّانع، وأرَضَةُ البضَائع، إذَا رقدتِ النَّفسُ فِي فراشِ الكسَل، استغرقها نومُ الغَفلةِ عَن صَالِحِ العمَل والفلَّاحُ إذَا مَلَّ الحَرَكة، عدمَ البركة، والعَزمُ سُوق، والتَّاجرُ الجَّسُورُ مرزُوق   #الديزل_مصطفي_بارتي_مدحت,1.0
مليحٍ كل ما هلّا، طار صدر المكان برحابه..,1.0
(حبيبتي و ضيّ عيوني) https://t.co/SHejms4XDx,1.0
هي حب حياتي كلها بليز اوني متى زواجنا https://t.co/ghAOTu1aNY,1.0
"حطيت بيني وبين اهل الردى حاجز افعولهم ضايعه ما تشبه افعولي ..!   والله ماني على رد الخطا عاجز  لكنّي أحشم مقامي و أحترم قولي ..""",1.0
ب support الناس كلها و عمري ما بخلت على حد بكلمة حلوة، بخلي كل ال حواليا ي feel good about themselves على قد ما اقدر، بضحك على اي حاجه اي حد يقولها عشان ميتحرجش، لو حد جاي يقعد معايا انا و صحابي لأول مرة بحسسه انه وجوده مرحب بيه و كل شوية بشاركه في الكلام عشان ميحسش إنه left out https://t.co/RC8xaLz2RW,1.0
ذهول روحي ما خمدت لـ مخاضٍ ، ولا رقدت بـ ماء النار أُناجي حسرتي غُراب اليأس ينعقُ عبثاً ويحاول في هواه ترويضي حين حطَّ على يدي نفحة .. نفحة ڪ البركانِ ثوب التصحر يلبسني لـ يواريَّ سوءته بـ جوفي .. ويُشعِلني بـ سياطِ المواجع يحرق من الروحِ مُناها جسدٌ مُتحجرٌ .. وركامٌ حتى جعل مني https://t.co/b3K6LhxbEA,1.0
@sfn_507 عساك رقدت ي شهراني,1.0
يارب نجاوب غدوة 😭,1.0
"REPLY @ixxli_ خذيه نحوك أسكنيه ""الأنْتِ"" وخذيه حيث رحلتِ أين حَلَلْتِ دعيه في عمق الفؤادِ كنَبْضِهِ متجذّراً بثراكِ  مثلَ النَّبْت ودعيه يقتاتُ الوداد منعماً ومن شرابك يحتسي لاهِنْتِ وعانقي  أنفاسه  في غَدْوَةٍ وخذيه نحو هدوءه إنْ بِتّ ضمّيه في قلب الحنان فإنه طفلٌ رضيعٌ  في هواك  علمْتِ؟",1.0
﮼سيد،المزايين،والعنق،عنق،غزلان،باهي،الوصف،ويمدحونة،,1.0
RT @AnimeMixxx: اوني تشاان😂😂 https://t.co/iLWyUhaavy,1.0
ماشاءالله رقدت قريب 12 ساعه ومازلت نعسانه,1.0
رِفقًا عليْنا يا مليح إنَّنا قومٌ إذا زادَ الْهُيامُ تَعذَّبوا🖤🖤🖤 #SerdarKılıçaslan #ÇağlarErtuğrul https://t.co/ZWKz0Ot9LZ,1.0
@NoNaElmehadwi باهي لكن خويا اللي اكبر منك ميعرفش يميز ف عادي 😂,1.0
مليحٍ كل ما هلّا، طار صدر المكان برحابه..,1.0
@HavanaBanana27 كل هالحلول وقرر يشري واين من cc متاعي,1.0
يارب أنت أعلم بِما في نفسي وقلبي، اللهُمَّ إجبر قلبي، اللهم يسر أمري و اذهب همي واقضِ حوائج في قلبي لا يعلمها إلا أنت..  🤲🏻,1.0
@x2v1_ لو بالمحاضرة كان رقدت بس دامها بتويتر قريتها كامله وفهمتها,1.0
@oneJust1_ @AbdalrazkL قصدي قداش جست ون في تويتر😱💜,1.0
نو بس شوفو احلى تايلندي بالهير ستايل هذا الي هو موضوعنا.. @ويفي هير ستايلز اوني احبك❤️ https://t.co/7WnMixOvh5,1.0
"@bejaiapage آخلاص، غدوة تصبح الأسعار في متناول الجميع، و يرتفع سعر صرف الدينار، و ينتعش الإقتصاد، و تصبح الجزائر أحسن من سويسرا... ظلموه قالوا عليه مستواه رئيس دائرة، هذا ""عساس الدائرة"" و بزاف عليه",1.0
يا خوتي ندور في عمل توكة صبح لأن عندي عمل في العشيه   #ريتويت,1.0
@NabilSokni @Dineslama5 فوته هذا قداش ليه يخرط وماتفهم منه شي وعلاش شادين بناته ملخبط ومش واضح,1.0
حوائجُ الناس مقضية مقضية ولكن عندما يختارك الله لتكون سببًا في قضائها فهذا فضلٌ منه؛ وأفضل الناس عند الله شخص تُقضى على يدهِ للناس حاجات.,1.0
طالما حطيت اللبس اللي هخرج بيه ع السرير أبقى متحمسة للخروجة,1.0
REPLY @AtharMohammed_ أخلص المقال اللي في ايدي وسأفتش عن هذا الشخص 😂 ماعنديش كونيكشن بيشتغل في النادي الأهلي حتى ياناس,1.0
@esy7_ @iiizr__ ليتني رقدت ذاك اليوم كله من زهر النكبه,1.0
ذهول روحي ما خمدت لـ مخاضٍ ، ولا رقدت بـ ماء النار أُناجي حسرتي غُراب اليأس ينعقُ عبثاً ويحاول في هواه ترويضي حين حطَّ على يدي نفحة .. نفحة ڪ البركانِ ثوب التصحر يلبسني لـ يواريَّ سوءته بـ جوفي .. ويُشعِلني بـ سياطِ المواجع يحرق من الروحِ مُناها جسدٌ مُتحجرٌ .. وركامٌ حتى جعل مني https://t.co/b3K6LhxbEA,1.0
@spd_77 طاسه,1.0
@SANDRA_H66 دوم الضحكه وخيتي هلبه ان شاء الله 📌😉🙄,1.0
أحسن انتقام في الدنيا -مع أيّ حد كان غير جدير بالحُبّ والثقة- هو الانسحاب.  ابعد واحرمُه من الضِّحكة اللي كان بيضحكها معاك، من الكِتف اللي كان بيسندُه وقت ضعفُه..  سيبله الذّكريات.. وهي كفيلة تعرّفه قيمتك، حتىٰ لو ماجاش يعترفلك إنه مُفتقدك، بس هوّ بينه وبين نفسه عارف إنُّه خسرك..,1.0
"كتبت تويت قدها قداش على واحد الموضوع، وفـ الاخر قلت مع راسي ""مالي على صداع الكر"" ومحيت لقلاوي. 😂",1.0
هاللي يصير اذا رقدت ساعتين,1.0
@BdoorRafef @AAlqutaan 😂😂😂😂😂اول كفين بعدين بتبطلي تحسي صحيح افرمي طاسة تبوله😂😂😂😂😂,1.0
@sioeai شفيك علي ترا ماكله تبن من التحصيلي😔😔😔😔😔,1.0
يشن الانكسار اذ حطيت شخص فوق هو حطك تحت https://t.co/n7DkOtU1IJ,1.0
@zaid_ALhussain_ اللهم اشفه وعافه يارب  الإستاذ عبدالعزيز المبدل اشهد بالله العظيم انه ملتزم ومن المحافظين على الصلاة وكنت معه في عزومه بأحد الفنادق في افطار رمضاني واعجبت في التزامه بالصلوات، والفن لايتعارض مع اداء الواجبات الدينية,1.0
@Boshra447733 @Fathiyakizi198o توحة الغالية الحب 😍💙 كل سنة وإنتِ بخير وسلامة يا نوارة تويتر 🥰🥰❤  ويااااااارب تسافري 😌 شوفي قداش نحبك وندعيلك تسافري😌🤭😂,1.0
توي ماكله وبعد يوعانه!!!!!!,1.0
باهي كي نربحلك المولودية و نخسر ضد تونجيت ؟  @ZSCOfficial,1.0
@3bood1431 @RbiaJhk5C3ukyb3 @suguk20 @meral_3x @maahaa2270 انا مثلك   حطيت العلوم الاجتماعية بس مو متاكد  بعضهم يقول التعلم الخاص بس مو عارف https://t.co/9H0zXm5edu,1.0
@DodeAlsaity ماززال خليني شويه,1.0
عادي ابوح الصبح لان البارح رقدت 😁؟,1.0
قضاء حوائج الناس من عند الله .. فعندما يختارك لتسهيل حاجة أحد لا تتردد .. لأنها مقضيه مقضيه بك و بدونك ..,1.0
فلما تهافت زعمه لجلج... فالحق أبلج....  #محراب_الضاد #قصة_من_ستة_كلمات https://t.co/eNvg1ukrhJ,1.0
@JoJ_420 اها اممم باهي😂😂.,1.0
اللهم إنا نسألك يا من يملك حوائج السائلين ويعلم ضمير الصامتين فإن لكل مسألة منك سمعا حاضرا وجوابا عتيدا ولكل صامت منك علما ناطقا محيطا نسألك بمواعيدك الصادقة وأياديك الفاضلة ورحمتك الواسعة أن ترفع عنا   البلاء والوباء وانزل علينا السكينه والشفاء.,1.0
@Alkhoja_Alkhoja هههههه مصحك انتي 🤣🤣 باهي من بيدير فيتها الوجبة هادي ههههههه,1.0
@anoud_elsayed12 انتي مش محتاجه عزومه علي فكره انتي صاحبتنا 🥰🥰🥰♥️,1.0
REPLY @saraabdelrahma6 مش كلهم يعني في ناس عاقلة مابتنزلش كل أربع عجلات يشتروهم، أنا ماعنديش مشكلة يعني دي حريات,1.0
@iiuw7_ ههههههههه شكلك ماكله تبن من قلب كلنا الله يعين,1.0
حقيقي ماعنديش أي حاجة أديها لحد الفترة دي، وهَيبان جدًا إنّي متغيَّره ومش مُهتمه، بس أنا مش متغيَّره ومش مش مُهتمه؛ أنا فعلًا مافضلش جوايا أي حاجة أقدمها لحد,1.0
غدوة ماشي اليوم  #كنزة_في_احوال_الناس https://t.co/WT7zDkn7WJ,1.0
فاضي شويه نشرب قهوه بحته بعيده ؟,1.0
. .  يا ناعِماً رَقَدَت جُفونُهُ مُضناكَ لا تَهدا شُجونُهُ حَمَلَ الهَوى لَكَ كُلَّهُ إِن لَم تُعِنهُ فَمَن يُعينُهُ بَيني وَبَينَكَ في الهَوى سَبَبٌ سَيَجمَعُنا مَتينُهُ الروحُ مِلكُ يَمينِهِ يَفديهِ ما مَلَكَت يَمينُهُ _ سلطنه ☕ #̶S̶A̶R̶I̶L̶I̶L̶ https://t.co/YAzs2yj8dX,1.0
@jacophihi ماعمريش رقدت والله,1.0
@YoumnaM14895766 يا نهارى مش فايت لا مشوفتش حاجة يبقي لي عندك عزومة,1.0
عفى الله عن حالٍ براه الزمان الشِين  ولا عاِد باقي من عزوُمه سِوى صبره .,1.0
ان لله عبادا في الارض يسعون في حوائج الناس هم الآَمنون يوم القيامه . ماجورين #حزب_الله ♥️ https://t.co/MCEUWqIKS8,1.0
منعرفاش هذا المواطن بس طلع وتكلم ايام هلبه خافو وسكتو https://t.co/zp3WFqHVVh,1.0
بعد انتظار شهرين  منصور بن مشعل يحضر الجمعية العمومية ويتحدث ليتك رقدت يا طويل العمر وارسلتها واتساب https://t.co/rGyZtNwpeH,1.0
موسم الهجرة من القصر ثامن المستقيلين السيد كمال العيادي 😂  استقالة الصباح وأخرى العشية 😁 ملا كاراكوز!!  @rsd_tunisian,1.0
@BlacksError الله يسلمك.. حطيت عليه قربه مدري لو صح بس كل مالو يزيد💔,1.0
@Elahiwel عابي بنعدي للجامعه اليوم رقدت ولله,1.0
إن في قضاء حوائج الناس لذة لايعرفها إلا من جربها، فافعل الخير مهما استصغرته فإنك لا تدري أي حسنة تدخلك الجنة,1.0
@amego01 الكرطون هما فيه توا اصلا.. لان لتر البنزين ب2 دينار.. اعطيهم فلوس في حساباتهم بدل الدعم الي ياخذو في طرابلس وبرقة.. ومعادش تبعتلهم بنزينة لمستودع سبها.. تو يشروها حتى من النيجر وتشاد عادي.. وممكن يولي التهريب عكسي من تشاد لليبيا 😂,1.0
أحسن إنتقام في الدنيا هو الانسحاب، مع أي حد كان غير جدير بالحب والثقة، أبعد وأحرمه من الضحكة اللي كان بيضحكها معاك، من الكتف اللي كان بيسنده وقت ضعفه، سيبله الذكريات وهي كفيلة تعرفه قيمتك حتى لو ماجاش يعترفلك انه مفتقدك بس هو بينه وبين نفسه عارف إنه خسرك...,1.0
REPLY @Muhaamedashraf_ انا لسا قاعد بس عشان مزعلوش مش بعد ما اداني كل ده مسمعش كلامه واسيبها وامشي بسهوله لسا شويه,1.0
@2021_F_R عطر الله صباحكم بسعادة تمحو اﻻحزان، ويقين يزيد اﻻيمان، وصحة تعافي اﻻبدان، ونسمات ملؤها اﻹطمئنان، وسخر لكم من الأقدار أجملها، ومن الأمور أسهلها، ومن حوائج الدنيا أيسرها، ومن الارزاق أوفرها. حفظكم الله في كل زمان ومكان وجعل يومكم هذا يوم خير وامان.  صباح الخير,1.0
لَيْسَ عَلَيْكُمْ جُنَاحٌ أَنْ تَدْخُلُوا بُيُوتًا غَيْرَ مَسْكُونَةٍ فِيهَا مَتَاعٌ لَكُمْ ۚ,1.0
عملت شاي مع الفطار وبعادتي لخلص اكل واشرب بالكثير بارتشف كده في النص ففضلت آكل ومشغل ذا اوفيس اول ما بدأت احس اني شبعان قلت كفاية كده هشرب الشاي جيت اشربه لقيته ساقع مش دافي لا ساقع و شكلي كده زودت في الأكل شوية,1.0
قاعدت افكر شويه في عيوبي ولقيت عيبي الوحيد ان مافيش مني ..,1.0
@LuisBre_ @Lio_167 - يشبح لسواريز,1.0
@Kmjoha1 كلمة مصاريت جو متاع سرت,1.0
يَا قَوْمِ إِنَّمَا هَذِهِ الْحَيَاةُ الدُّنْيَا مَتَاعٌ وَإِنَّ الآخِرَةَ هِيَ دَارُ الْقَرَارِ,1.0
يَا دَائِمَ الْفَضْلِ عَلَى الْبَرِيَّةِ يَا بَاسِطَ الْيَدَيْنِ بِالْعَطِيَّةِ يَا صَاحِبَ الْمَوَاهِبِ السَّنِيَّةِ صَلِّ عَلَى مُحَمَّدٍ وَ آلِهِ خَيْرِ الْوَرَى سَجِيَّةً وَ اغْفِرْ لَنَا يَا ذَا الْعُلَى فِي هَذِهِ الْعَشِيَّةِ.  اللهم صل على محمد وال محمد وعجل فرجهم,1.0
قروب اوني تشان وهم يزرفون بعض ويعززون لبعض😭😭😭  https://t.co/aZez4nLeHY,1.0
حوائجُ الناس مقضية مقضية ولكن عندما يختارك الله لتكون سببًا في قضائها فهذا فضلٌ منه؛ وأفضل الناس عند الله شخص تُقضى على يدهِ للناس حاجات.,1.0
شتوتغارت يبقي على آماله بالعودة الى الساحة القارية بفوز صعب أمام فيردر بريمن  https://t.co/oxIkx2aRms,1.0
@HoseinMortada @Hayetlavie22 ما عندك فكرة قداش خونة في تونس 😥😥,1.0
@AmalJadid7 اما هادو لي كينتقدو المنشور كلهم كارهين لدين ولستر  حيت مايمكنش شي واحد كيبغي الفضيلة وعارفة معنى حرام حلال  ويكره ما أمر الله به,1.0
#فضفضة  قداش ما نضايق من لقطة تصوير🤳 ولدي و زيادة من غير اذن  ماعمريش صورت صغير قبل مانعرف ان التصوير حرام الا صغار خوتي لان نعتبر في شيء شخصي خصوصي + ان التصوير حرام  الشيء المستفز في الموضوع ان يعرفوا ان مانبيش تصوير و يصوروا فيه من غير مانعرف لين نتفاجأ بصوره في اجهزتهم &gt;_&lt;,1.0
@MSobhy39313289 اعتبرها عزومه,1.0
ما أكثرَ الذين انطفأوا خلال حياتنا ، وما أكثرَ من سطعت أضواؤهم فيها ما أضعفَ الإنسان أمام تناقضات الحياة ! مهما سما  يظلُّ عالقًا في أرض الواقع وتظلُّ آماله هي تلك الوليمة الروحيّة التي يُغربلها الزمن مُحاولًا أن يُذريها في مهب الرياح,1.0
جو مليح معناعا زبور  طرف لكن جوها خرا هيا خرا  ومنضرها خرا معناها https://t.co/tsccCGyvNR,1.0
حاليا ٥جوالات ف الحساب لخمسة فائزين📱👆🏻  الاول ايفون . الثاني والثالث جوالين من عزوم. الرابع جوال هواوي  الخامس هواوي  يحق للفايزين اختيار لون الجوال او استبداله بقيمته  لتسهيل عليكم حطيت كل هالمسابقات بالمفضله مرو عليها وتاكدو انكم مشاركين وفالك الفوز   #العنود_اليوسف_تونسيه,1.0
حوائجُ الناس مقضية مقضية ولكن عندما يختارك الله لتكون سببًا في قضائها فهذا فضلٌ منه؛ وأفضل الناس عند الله شخص تُقضى على يدهِ للناس حاجات.,1.0
@mgzop 😍😍😍 ، نبغى عزومه بخصوص هذي المناسبه 😂,1.0
نبي حد يدرس سلوك بكرج القهوة وعلاقته بميكانيكا الكم كل مايحس إنه مش متراقب يتحيون ويفوج عالغاز.,1.0
@Alwaleed_Talal مليح,1.0
*  *  *  *  حطيت له عن شمس قيض الغرام ظلال  و شيدت له بيتٍ بـ قـلبي و عمرتـه   حفظته ودللته وغنيَت له موال  وتخيَرت قربه . . . ليتني ما تخيَرته !  - تركي الميزاني🖤 https://t.co/aW5aVw87Fs,1.0
"غالباً الخسارة المتكررة حولتني ل good loser,  بقى عندي tolerance مع الخسارة عامةً، متقبلة إني مش دايماً هكسب ومش دايماً هاخد اللي عايزاه ومش لازم يكون في سبب منطقي, خسارة تاني؟ أوكيه هنعيط شوية وهتعدي برده :D",1.0
و صديقي اللي شجرة أماله زرعها باليقين  قناعته لو اثمرت تظل تحت أوراقها #ضوء_شمعة https://t.co/TyRWfrtWlp,1.0
@o8aXuNVrV9LxHbJ ذي كيف  نصرفها و نسوي لها مناسبه او عزومه لين تنتهي المباراة,1.0
@PhilosopheMr ههههههههه كتوقع ليا هادشي علاش مكنحملش نعس في العشية,1.0
اكره الناس الي تاخذ شي مو لها تو فتحت الثلاجه باكل اكل اختي الا اخوي ماكله !!,1.0
@justforhfc يشبح لواحد ماسوني !!,1.0
@wahid_yy تطوان و الزمامرة داز هاد العشية سالا ب3-0 .. الاهداف كلها كوميدية,1.0
REPLY @RoqayaYoussuf لازم أتواصل مع حد من الدكاترة في المستشفى الكبيرة دي اللي بتعمل العمليات دي...بس دة ازاي يعني..ماعنديش contact لأي حد منهم ومين دكتور ولا رئيس قسم هيقعد يشرح لحد ناثنج زي روءة، والدكاترة الكبار عندنا مش مهتمين يتواصلوا أصلاً مع حد خارج حدود القسم بتاعنا ... ف إيه اللي حصل بقى 🥺,1.0
"#الوتر  قال رسول الله صلى الله عليه وسلم((إنَّ لله عبادًا اختصهم لقضاء حوائج الناس، حبَّبهم للخير, وحبب الخير إليهم، أولئك الناجون من عذاب الله يوم القيامة)) تكفون يا اهل الخير فزعتكم رقم فاتورةالتنفيذ 186993240 رمز السداد169 https://t.co/kM25P8GKZn",1.0
